S;s;i;n_fo;fo_list;Avg_fo;Std_fo
19854;10013;4;32;[465360.4, 417217.88, 451835.86, 523470.92, 487872.4, 467474.14, 529887.44, 470744.85, 460499.51, 398650.77, 462908.54, 459961.71, 475802.28, 477743.55, 483907.17, 451425.74, 465360.4, 417217.88, 451835.86, 523470.92, 487872.4, 467474.14, 529887.44, 470744.85, 460499.51, 398650.77, 462908.54, 459961.71, 475802.28, 477743.55, 483907.17, 451425.74];467797.6975;31923.177567442395
19850;9997;4;32;[488202.17, 482346.13, 462506.61, 489209.49, 479301.33, 480727.9, 441507.7, 474800.49, 475852.87, 485889.34, 469303.2, 423108.21, 465662.04, 471021.32, 465471.6, 455958.13, 488202.17, 482346.13, 462506.61, 489209.49, 479301.33, 480727.9, 441507.7, 474800.49, 475852.87, 485889.34, 469303.2, 423108.21, 465662.04, 471021.32, 465471.6, 455958.13];469429.283125;17346.08350292503
19770;9997;4;32;[479822.4, 476073.61, 492646.08, 434548.29, 484322.56, 483284.01, 476842.57, 466353.8, 484121.03, 476323.05, 466344.7, 442907.02, 473317.4, 440473.93, 479264.12, 480186.87, 479822.4, 476073.61, 492646.08, 434548.29, 484322.56, 483284.01, 476842.57, 466353.8, 484121.03, 476323.05, 466344.7, 442907.02, 473317.4, 440473.93, 479264.12, 480186.87];471051.965;16822.052511973303
19770;9988;4;32;[478515.61, 496305.41, 492646.08, 434548.29, 484322.56, 483284.01, 477476.83, 466353.8, 484121.03, 487176.46, 466344.7, 475498.48, 473317.4, 440473.93, 466310.74, 456667.54, 478515.61, 496305.41, 492646.08, 434548.29, 484322.56, 483284.01, 477476.83, 466353.8, 484121.03, 487176.46, 466344.7, 475498.48, 473317.4, 440473.93, 466310.74, 456667.54];472710.179375;17000.235274340626
19775;10003;4;16;[471994.11, 481081.0, 474491.77, 473495.02, 458307.21, 460421.22, 460635.92, 498796.29, 465619.95, 463982.81, 497132.01, 503620.48, 480523.95, 513120.5, 472312.0, 451345.37];476679.975625;17955.380528330763
19775;10013;4;16;[503094.23, 478019.23, 465562.95, 449800.03, 458307.21, 460421.22, 414090.71, 498796.29, 465619.95, 480211.62, 497132.01, 494534.14, 474493.45, 512778.03, 472312.0, 451345.37];473532.4025;24814.22890548176
19774;10013;4;16;[501597.04, 485116.11, 454383.82, 488609.49, 474798.66, 499575.01, 481659.72, 488666.15, 476079.17, 470386.08, 464756.37, 489942.5, 491587.55, 474722.92, 490118.68, 411944.59];477746.49125;21548.12443312746
19774;10006;4;16;[501597.04, 463614.5, 490192.61, 488609.49, 471918.82, 499575.01, 481659.72, 488666.15, 471931.27, 470386.08, 471123.2, 489942.5, 473384.06, 474722.92, 490135.05, 400612.97];476754.461875;23212.865894221457
19775;10045;4;16;[481571.89, 440938.6, 471548.94, 499401.19, 450382.94, 414989.53, 413083.09, 498796.29, 487567.12, 478814.71, 471982.12, 498891.31, 483958.35, 458086.59, 481328.53, 451345.37];467667.910625;27417.830515971524
19775;10065;4;16;[481571.89, 433202.83, 458625.89, 499401.19, 464210.87, 481260.77, 413083.09, 481065.67, 462986.23, 482952.04, 453114.75, 498891.31, 487714.79, 486810.21, 479184.17, 451345.37];469713.816875;23619.5425808186
19775;10105;4;16;[479927.07, 497969.35, 489853.25, 503331.34, 453908.85, 465294.68, 402604.33, 481065.67, 493425.11, 485910.9, 474253.05, 419215.78, 519404.34, 488623.09, 476112.65, 490463.66];476335.195;29813.02683516564
19735;10105;4;16;[465115.56, 489822.19, 489211.71, 512885.65, 482038.0, 494173.69, 497071.92, 496901.14, 450791.72, 452751.19, 489613.17, 486863.59, 445199.06, 490613.12, 447256.85, 415564.95];475367.094375;26084.407713715867
19755;10105;4;16;[482714.45, 444785.51, 435107.13, 494412.92, 426464.1, 469166.43, 482407.99, 450277.17, 433022.34, 466653.09, 496125.09, 506678.41, 486105.47, 450864.87, 473297.76, 504518.41];468912.57125;26160.1973463402
19755;10025;4;160;[479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42, 479904.93, 483349.86, 515989.96, 482357.17, 481749.86, 504094.47, 469308.42, 486429.54, 466921.66, 479283.29, 492371.98, 496993.6, 494249.58, 463481.88, 509246.58, 475364.42];486318.575;14577.235280134662
19715;10025;4;16;[522071.59, 475804.13, 488446.76, 441942.61, 489518.87, 446814.63, 504334.09, 399503.1, 485389.43, 465542.91, 484829.91, 435043.78, 453746.12, 503231.51, 475309.47, 451892.43];470213.83375;30943.2355595362
19635;10025;4;16;[464216.33, 495487.51, 476744.89, 493544.91, 500162.12, 447374.66, 446769.66, 472984.39, 472411.37, 493576.45, 469081.29, 541184.86, 483831.35, 484936.86, 402125.88, 473558.41];476124.43375;29795.707279074475
19635;9985;4;16;[466823.29, 427418.1, 475029.28, 487250.15, 478149.24, 472619.17, 446769.66, 492368.53, 457085.46, 449778.66, 469081.29, 473390.26, 494859.69, 492330.63, 490063.75, 482744.63];472235.111875;19059.863809497783
19675;9985;4;16;[507658.31, 487185.24, 437223.48, 491506.01, 479138.37, 471721.42, 438392.65, 509842.98, 506217.34, 494403.38, 480673.9, 462511.53, 476496.13, 466350.09, 449800.54, 463446.68];476410.503125;22875.68310706101
19670;9985;4;16;[450231.29000000004, 472321.65, 493826.54, 491868.75, 470442.47, 473724.9, 497728.11, 472175.91, 460774.26, 509539.21, 478236.73, 481854.26, 472967.19, 494542.69, 502560.38, 467568.72];480647.69125;16227.314787057396
19743;9992;4;16;[483399.94, 505608.84, 385662.85000000003, 480709.78, 444125.24, 456655.75, 479144.9, 477478.3, 493067.16, 496154.38, 458682.68, 419973.92, 488526.03, 458820.51, 481734.37, 433512.47];465203.57;31704.997091772355
19753;9992;4;16;[462508.1, 466109.31, 474488.16, 470052.66, 416476.14, 480923.19, 498962.34, 513158.86, 423772.42, 444551.35, 474768.93, 479014.84, 504323.35, 427736.34, 493014.1, 419383.74];465577.739375;30993.258435662523
19753;9912;4;16;[482477.89, 412122.28, 527523.19, 469510.53, 473163.98, 490192.93, 497840.26, 452104.77, 460883.63, 488880.98, 475806.78, 475151.39, 487706.55, 462520.51, 461375.56, 474129.74];474461.935625;24454.015777357283
