S;s;i;n_fo;fo_list;Avg_fo;Std_fo
18176;9156;4;112;[503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04, 503420.61, 511054.9, 477515.33, 469455.21, 501122.16, 501437.64999999997, 534329.24, 472001.81, 513789.01, 477931.83, 488447.56, 483131.99, 473542.91, 447843.60000000003, 486565.84, 489729.04];489457.418125;20341.33317827474
18176;8856;4;112;[473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23, 473067.24, 494950.89, 487272.27, 524864.47, 492603.47, 481077.25, 506416.18, 475804.98000000004, 452886.23, 479577.58, 497338.84, 500631.72, 528091.46, 466268.23, 510145.56, 490003.23];491312.475;19672.73139945994
18246;8539;4;16;[517631.5, 500519.77, 509487.71, 460837.66, 495559.06, 476389.68, 468552.82, 492112.25, 452214.78, 472448.21, 537681.21, 460968.28, 494630.73, 498818.99, 468487.12, 510054.89];488524.66625;23897.68078269768
17946;8539;4;32;[506039.5, 540735.8400000001, 513571.18, 488214.75, 504513.54, 489071.20999999996, 471004.99, 501444.33, 521547.17, 496816.7, 500701.08, 530912.36, 487427.75999999995, 443713.44, 513415.03, 474087.6, 506039.5, 540735.8400000001, 513571.18, 488214.75, 504513.54, 489071.20999999996, 471004.99, 501444.33, 521547.17, 496816.7, 500701.08, 530912.36, 487427.75999999995, 443713.44, 513415.03, 474087.6];498951.03;23544.176803408973
16746;8539;4;1392;[511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63, 511787.39999999997, 508640.07, 454934.92, 496839.91, 499756.45, 491178.7, 511691.58999999997, 486537.61, 495532.12, 515802.27, 531670.55, 515856.12, 498834.9, 538201.29, 525939.52, 526576.63];506861.253125;19788.733215327688
17046;8539;4;16;[514496.36, 500731.4, 494872.65, 499810.65, 505074.98000000004, 475020.93, 493693.44, 513735.36000000004, 514665.11000000004, 493349.28, 506997.39, 480731.66, 479624.34, 494587.52999999997, 461415.73000000004, 488409.52];494826.020625;15130.3305403733
17128;8931;4;16;[516155.33, 506938.26, 537814.33, 490459.12, 480176.02, 495805.89, 526919.45, 481886.86, 496963.28, 496793.9, 486494.9, 546676.68, 528951.84, 510723.32, 483879.33999999997, 521626.84];506766.585;21011.45424015006
17128;8781;4;16;[519827.19, 548571.55, 488988.47, 487487.7, 497388.61000000004, 476305.73, 493591.78, 528480.12, 481078.29, 528137.38, 503653.04000000004, 478288.86, 508433.29, 474802.62, 505760.17, 507007.7];501737.65625;21330.74591151433
17278;8781;4;16;[488624.72, 493108.58, 501379.91, 523405.1, 507795.04, 474408.92000000004, 487279.5, 480463.0, 529380.69, 506976.8, 521299.41, 484819.01, 487368.45, 449891.87, 533614.7, 495975.13];497861.926875;22098.533462164305
17081;8492;4;16;[547383.63, 481344.7, 499016.8, 507470.16, 478644.76, 487048.56, 508032.3, 515172.07, 517978.0, 492735.43, 494054.09, 504541.97000000003, 484874.76, 494539.61, 487896.25, 486550.46];499205.221875;17466.79303541178
17054;8492;4;16;[525366.8, 504476.26, 515610.96, 516010.8, 499094.62, 475669.88999999996, 508858.71, 503558.47000000003, 508456.58, 547820.06, 480372.35, 514615.19, 486915.02, 514205.19, 500670.26, 505734.82];506714.74875;17300.34465887079
17354;8492;4;16;[510090.21, 430815.62, 509664.88, 469981.45999999996, 480495.05, 451420.85000000003, 498047.43, 498483.7, 497034.72, 512886.73, 510545.19, 463678.57999999996, 496464.95, 522062.6, 546822.08, 459090.02];491099.004375;29812.921418457903
17342;8373;4;16;[471864.72000000003, 506210.24, 517951.84, 478656.55, 495364.81, 469782.92, 516573.79, 508171.88, 479383.74, 526478.66, 467757.46, 512580.3, 478640.42000000004, 519838.39, 513466.23, 496634.68];497459.789375;20243.863031354947
17352;8963;4;16;[528387.94, 485319.11, 478055.31000000006, 493521.26, 530466.82, 520841.9, 498305.18, 520775.82, 465649.07, 511237.25, 526732.27, 466797.19, 463745.65, 484523.65, 485995.49, 516237.29];498536.95;23727.329058580235
17352;9263;4;16;[483768.53, 503719.96, 519603.95, 516003.33, 509411.81, 535909.38, 520478.62, 430900.25, 496030.95, 470485.31, 481685.2, 493175.17, 529328.77, 503200.09, 494720.58, 510301.13];499920.189375;25512.241069872445
17875;9067;4;16;[501319.41, 480230.09, 469025.51, 468166.86000000004, 534982.66, 523999.26, 501347.66, 437838.79000000004, 509824.27, 452279.68, 493206.41, 472605.26, 528391.97, 496189.33, 515359.65, 471781.61000000004];491034.27625;28009.5048059204
17617;8767;4;16;[489883.55, 517644.52, 488411.62, 474779.27, 526330.21, 536283.67, 514434.62, 499174.07, 467554.95, 485711.65, 507254.35, 517909.4, 461443.05, 488279.31, 522165.84, 482770.33];498751.900625;22241.639395384947
17617;8917;4;16;[477566.25, 472186.61, 474507.98, 450892.18, 491706.22, 506322.54, 464197.54, 456454.94, 487251.62, 479222.44, 481095.93, 513453.24, 516175.89, 491154.04, 512833.83, 505727.6];486296.803125;20478.59309937338
16953;9793;4;16;[509979.51, 483489.83, 494832.16, 483846.15, 518251.75, 468171.89, 513503.34, 470204.71, 530924.96, 461054.94, 485279.79, 524304.04, 508060.48, 496020.13, 471398.42, 501485.26];495050.46;21394.120635551564
17017;9762;4;16;[497591.56, 477261.34, 472386.85, 487366.16, 455589.5, 504554.68, 501925.13, 490353.42, 468436.7, 518598.88, 482788.86, 462496.65, 483453.97, 492358.99, 485732.26, 484269.69999999995];485322.790625;16157.70526097212
17017;9273;4;16;[501210.38, 549271.62, 450575.69, 494130.41, 483404.32999999996, 457336.27, 536663.23, 498427.58, 521281.38, 502183.47000000003, 486442.59, 514416.15, 495040.67, 475141.77, 488402.2, 516076.84];498125.28625;26047.658909821912
17317;9273;4;16;[485437.2, 472845.33, 523692.34, 491207.06, 500473.17, 493917.98, 480964.04000000004, 516187.9, 471937.15, 483318.45, 511427.48, 500563.11, 482122.74, 453847.96, 491158.44, 483617.17];490169.845;17694.61908887143
17167;9273;4;16;[521008.4, 465177.24, 475880.98, 510946.67, 461432.57, 456884.81, 502392.49, 524235.92, 504329.99, 486194.35, 508130.01, 518961.88, 490276.45, 511271.63, 461577.98, 510376.53];494317.36875;23407.75273860717
17767;9273;4;16;[516187.22000000003, 523152.53, 506325.77, 444491.78, 486113.03, 496430.74, 495629.1, 471796.52, 515490.99, 509492.3, 505064.55, 531011.24, 522253.72, 491699.09, 481657.64, 510081.04];500429.82875;21993.999260401564
17767;8973;4;16;[513385.47, 463969.79, 521759.39, 491892.23, 481247.85, 463792.08, 488349.23, 537922.91, 472952.89999999997, 512115.33, 510852.98, 508403.87, 500853.34, 511112.5, 508751.25, 491664.18];498689.08125;20916.70306546259
17767;8673;4;16;[488225.24, 511643.41, 509975.93, 499796.49, 474621.08, 471043.63, 492688.9, 501283.1, 470075.33, 503344.27, 515593.9, 510731.37, 517032.68, 482079.73, 496497.63, 520797.61];497839.39375;16648.923901094175
17747;8673;4;32;[485401.27, 475483.74, 515663.89, 498115.13, 501320.91000000003, 523271.34, 496870.49, 517809.49, 479067.91000000003, 468902.08999999997, 502878.19, 489523.09, 485266.07, 510632.98, 501606.55, 519784.98, 485401.27, 475483.74, 515663.89, 498115.13, 501320.91000000003, 523271.34, 496870.49, 517809.49, 479067.91000000003, 468902.08999999997, 502878.19, 489523.09, 485266.07, 510632.98, 501606.55, 519784.98];498224.8825;16324.121634308043
17747;8973;4;16;[493573.24, 502944.8, 467488.07, 513957.98, 522997.85, 515099.05, 531022.92, 492034.42, 479684.89, 484155.27999999997, 510325.93, 491642.41, 516384.83, 472075.77999999997, 537498.82, 505148.87];502252.19625;20533.796848325568
17230;8421;4;16;[488687.58, 470041.21, 495229.5, 513235.0, 500766.04000000004, 480642.39, 487493.54000000004, 507569.07, 500357.03, 524789.88, 490616.17, 465582.24, 522373.51999999996, 510032.87, 488958.36, 446933.04];493331.715;20860.696236034244
17230;9621;4;16;[524400.45, 494298.8, 453835.58, 503720.98, 517200.98, 529283.17, 499141.06, 496646.9, 470311.94, 478602.98, 484152.18, 506530.18, 461518.34, 505418.29, 489764.36, 479183.32];493375.594375;21474.68022527956
