S;s;i;n_fo;fo_list;Avg_fo;Std_fo
680;306;4;64;[23334.91, 22941.18, 24396.19, 22634.79, 21979.39, 19504.29, 19724.89, 22738.49, 22833.2, 23137.29, 24904.56, 24752.91, 22030.4, 23675.93, 22354.7, 22760.02, 23334.91, 22941.18, 24396.19, 22634.79, 21979.39, 19504.29, 19724.89, 22738.49, 22833.2, 23137.29, 24904.56, 24752.91, 22030.4, 23675.93, 22354.7, 22760.02, 23334.91, 22941.18, 24396.19, 22634.79, 21979.39, 19504.29, 19724.89, 22738.49, 22833.2, 23137.29, 24904.56, 24752.91, 22030.4, 23675.93, 22354.7, 22760.02, 23334.91, 22941.18, 24396.19, 22634.79, 21979.39, 19504.29, 19724.89, 22738.49, 22833.2, 23137.29, 24904.56, 24752.91, 22030.4, 23675.93, 22354.7, 22760.02];22731.44625;1463.166792214641
678;306;4;64;[23461.55, 23061.14, 22706.88, 24273.07, 23610.21, 23018.67, 23236.56, 22211.83, 23419.5, 24943.88, 21566.58, 22747.22, 21840.28, 22384.42, 23470.21, 23045.24, 23461.55, 23061.14, 22706.88, 24273.07, 23610.21, 23018.67, 23236.56, 22211.83, 23419.5, 24943.88, 21566.58, 22747.22, 21840.28, 22384.42, 23470.21, 23045.24, 23461.55, 23061.14, 22706.88, 24273.07, 23610.21, 23018.67, 23236.56, 22211.83, 23419.5, 24943.88, 21566.58, 22747.22, 21840.28, 22384.42, 23470.21, 23045.24, 23461.55, 23061.14, 22706.88, 24273.07, 23610.21, 23018.67, 23236.56, 22211.83, 23419.5, 24943.88, 21566.58, 22747.22, 21840.28, 22384.42, 23470.21, 23045.24];23062.3275;833.1004865741938
679;306;4;48;[21627.13, 23597.92, 22283.21, 21119.4, 18421.43, 22921.47, 23758.85, 24193.0, 23919.57, 21172.78, 22049.67, 23648.01, 23281.34, 21776.29, 23006.56, 24917.26, 21627.13, 23597.92, 22283.21, 21119.4, 18421.43, 22921.47, 23758.85, 24193.0, 23919.57, 21172.78, 22049.67, 23648.01, 23281.34, 21776.29, 23006.56, 24917.26, 21627.13, 23597.92, 22283.21, 21119.4, 18421.43, 22921.47, 23758.85, 24193.0, 23919.57, 21172.78, 22049.67, 23648.01, 23281.34, 21776.29, 23006.56, 24917.26];22605.868125;1547.8700151727458
659;306;4;48;[23318.53, 22948.28, 23694.63, 22353.53, 21819.12, 21673.3, 24225.92, 21706.38, 21651.85, 20847.63, 20719.68, 23145.75, 22579.1, 22701.74, 21783.420000000002, 21671.85, 23318.53, 22948.28, 23694.63, 22353.53, 21819.12, 21673.3, 24225.92, 21706.38, 21651.85, 20847.63, 20719.68, 23145.75, 22579.1, 22701.74, 21783.420000000002, 21671.85, 23318.53, 22948.28, 23694.63, 22353.53, 21819.12, 21673.3, 24225.92, 21706.38, 21651.85, 20847.63, 20719.68, 23145.75, 22579.1, 22701.74, 21783.420000000002, 21671.85];22302.544375;969.773277240956
659;308;4;64;[23252.83, 23431.69, 21719.15, 22451.76, 22828.1, 22023.27, 20115.75, 21104.83, 23476.97, 22701.53, 18134.14, 25025.13, 22019.58, 21377.29, 20870.52, 22585.43, 23252.83, 23431.69, 21719.15, 22451.76, 22828.1, 22023.27, 20115.75, 21104.83, 23476.97, 22701.53, 18134.14, 25025.13, 22019.58, 21377.29, 20870.52, 22585.43, 23252.83, 23431.69, 21719.15, 22451.76, 22828.1, 22023.27, 20115.75, 21104.83, 23476.97, 22701.53, 18134.14, 25025.13, 22019.58, 21377.29, 20870.52, 22585.43, 23252.83, 23431.69, 21719.15, 22451.76, 22828.1, 22023.27, 20115.75, 21104.83, 23476.97, 22701.53, 18134.14, 25025.13, 22019.58, 21377.29, 20870.52, 22585.43];22069.873125;1545.8836231263972
669;308;4;64;[23783.77, 19864.44, 23265.84, 22503.39, 22094.21, 21290.61, 24531.52, 22500.73, 22679.75, 20809.17, 21123.19, 22285.879999999997, 23137.78, 22332.09, 23108.92, 22222.97, 23783.77, 19864.44, 23265.84, 22503.39, 22094.21, 21290.61, 24531.52, 22500.73, 22679.75, 20809.17, 21123.19, 22285.879999999997, 23137.78, 22332.09, 23108.92, 22222.97, 23783.77, 19864.44, 23265.84, 22503.39, 22094.21, 21290.61, 24531.52, 22500.73, 22679.75, 20809.17, 21123.19, 22285.879999999997, 23137.78, 22332.09, 23108.92, 22222.97, 23783.77, 19864.44, 23265.84, 22503.39, 22094.21, 21290.61, 24531.52, 22500.73, 22679.75, 20809.17, 21123.19, 22285.879999999997, 23137.78, 22332.09, 23108.92, 22222.97];22345.89125;1134.4613865052568
669;303;4;128;[23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72, 23734.72, 19424.75, 22834.47, 20410.5, 22953.5, 23649.4, 24264.77, 22267.94, 23274.34, 25758.59, 23808.66, 22353.19, 19368.07, 21765.64, 21666.81, 22872.72];22525.504375;1670.0750666780714
713;304;4;16;[21601.86, 23852.82, 21380.52, 21224.86, 23882.53, 19963.58, 24045.33, 22037.25, 20190.68, 21016.7, 19991.57, 21965.7, 22023.69, 21423.99, 21195.77, 23849.66];21852.906875;1385.1936746400902
693;304;4;16;[20478.11, 23987.62, 14622.24, 22250.33, 21462.45, 22013.14, 22422.06, 21750.92, 24186.03, 22784.46, 24772.48, 24429.48, 23142.11, 22790.76, 21877.08, 21533.42];22156.418125;2338.7215619314147
698;294;4;16;[20416.33, 21833.05, 23559.99, 20973.63, 18613.379999999997, 23987.05, 23158.85, 17664.6, 25674.79, 15368.3, 22566.59, 22229.35, 23555.42, 21788.05, 21633.29, 21773.07];21549.73375;2567.003712971929
698;304;4;32;[22778.91, 20773.1, 22783.75, 22646.01, 21418.94, 20787.51, 23053.44, 21269.66, 22786.58, 24761.38, 23695.11, 21223.88, 22145.29, 21310.11, 25706.84, 23399.16, 22778.91, 20773.1, 22783.75, 22646.01, 21418.94, 20787.51, 23053.44, 21269.66, 22786.58, 24761.38, 23695.11, 21223.88, 22145.29, 21310.11, 25706.84, 23399.16];22533.729375;1390.0952944009723
692;300;4;32;[22423.77, 21531.32, 22154.68, 22938.36, 21248.26, 22686.06, 23075.31, 22135.92, 17156.65, 23593.78, 22865.65, 22886.16, 23229.14, 21648.43, 23022.94, 22062.44, 22423.77, 21531.32, 22154.68, 22938.36, 21248.26, 22686.06, 23075.31, 22135.92, 17156.65, 23593.78, 22865.65, 22886.16, 23229.14, 21648.43, 23022.94, 22062.44];22166.179375;1465.5152163921791
702;290;4;32;[23872.39, 23668.97, 19038.690000000002, 21147.23, 23686.27, 21146.3, 25612.02, 25068.04, 21897.6, 22629.63, 22860.27, 19223.85, 21723.309999999998, 24062.21, 22099.84, 21428.93, 23872.39, 23668.97, 19038.690000000002, 21147.23, 23686.27, 21146.3, 25612.02, 25068.04, 21897.6, 22629.63, 22860.27, 19223.85, 21723.309999999998, 24062.21, 22099.84, 21428.93];22447.846875;1833.9104546814488
702;292;4;32;[22124.36, 21711.44, 21101.62, 20585.899999999998, 23686.27, 21146.3, 25612.02, 23138.04, 21897.6, 23362.079999999998, 24226.3, 19223.85, 23401.67, 22286.35, 22479.63, 22059.19, 22124.36, 21711.44, 21101.62, 20585.899999999998, 23686.27, 21146.3, 25612.02, 23138.04, 21897.6, 23362.079999999998, 24226.3, 19223.85, 23401.67, 22286.35, 22479.63, 22059.19];22377.66375;1510.1152405667378
702;297;4;32;[26737.46, 23696.74, 20099.22, 23334.07, 22877.27, 20636.989999999998, 21732.53, 23876.31, 22416.02, 22142.559999999998, 23582.949999999997, 22250.6, 21039.85, 22016.32, 22049.33, 19561.82, 26737.46, 23696.74, 20099.22, 23334.07, 22877.27, 20636.989999999998, 21732.53, 23876.31, 22416.02, 22142.559999999998, 23582.949999999997, 22250.6, 21039.85, 22016.32, 22049.33, 19561.82];22378.1275;1690.1649025312256
700;297;4;48;[19707.300000000003, 22100.49, 21429.65, 21749.51, 23113.8, 21360.89, 24016.28, 23952.75, 22590.79, 22469.34, 24805.57, 22868.2, 25837.82, 19669.3, 20094.07, 22347.76, 19707.300000000003, 22100.49, 21429.65, 21749.51, 23113.8, 21360.89, 24016.28, 23952.75, 22590.79, 22469.34, 24805.57, 22868.2, 25837.82, 19669.3, 20094.07, 22347.76, 19707.300000000003, 22100.49, 21429.65, 21749.51, 23113.8, 21360.89, 24016.28, 23952.75, 22590.79, 22469.34, 24805.57, 22868.2, 25837.82, 19669.3, 20094.07, 22347.76];22382.095;1712.6899009626854
680;297;4;64;[21362.37, 22599.59, 22085.22, 24621.13, 21880.7, 20774.36, 22389.53, 20778.82, 24202.15, 22023.190000000002, 23434.67, 22794.56, 22977.58, 20950.39, 23743.24, 20108.88, 21362.37, 22599.59, 22085.22, 24621.13, 21880.7, 20774.36, 22389.53, 20778.82, 24202.15, 22023.190000000002, 23434.67, 22794.56, 22977.58, 20950.39, 23743.24, 20108.88, 21362.37, 22599.59, 22085.22, 24621.13, 21880.7, 20774.36, 22389.53, 20778.82, 24202.15, 22023.190000000002, 23434.67, 22794.56, 22977.58, 20950.39, 23743.24, 20108.88, 21362.37, 22599.59, 22085.22, 24621.13, 21880.7, 20774.36, 22389.53, 20778.82, 24202.15, 22023.190000000002, 23434.67, 22794.56, 22977.58, 20950.39, 23743.24, 20108.88];22295.39875;1275.3862493882284
680;307;4;64;[21418.5, 23086.3, 22691.39, 24874.15, 20804.51, 17617.469999999998, 23828.3, 22919.38, 21543.35, 22769.31, 24614.32, 18321.699999999997, 21624.42, 23234.34, 21162.72, 19662.14, 21418.5, 23086.3, 22691.39, 24874.15, 20804.51, 17617.469999999998, 23828.3, 22919.38, 21543.35, 22769.31, 24614.32, 18321.699999999997, 21624.42, 23234.34, 21162.72, 19662.14, 21418.5, 23086.3, 22691.39, 24874.15, 20804.51, 17617.469999999998, 23828.3, 22919.38, 21543.35, 22769.31, 24614.32, 18321.699999999997, 21624.42, 23234.34, 21162.72, 19662.14, 21418.5, 23086.3, 22691.39, 24874.15, 20804.51, 17617.469999999998, 23828.3, 22919.38, 21543.35, 22769.31, 24614.32, 18321.699999999997, 21624.42, 23234.34, 21162.72, 19662.14];21885.76875;2013.7319639325128
708;295;4;16;[23958.72, 23843.46, 20919.9, 18727.71, 23593.36, 21851.8, 25369.99, 22138.38, 19452.63, 21740.8, 22844.350000000002, 23507.06, 22788.11, 22969.86, 24752.36, 24548.24];22687.920625;1837.491130487324
688;295;4;32;[22502.36, 22674.81, 21544.3, 14805.810000000001, 22229.16, 22869.27, 23247.22, 20459.12, 20066.19, 24771.89, 18983.82, 20705.65, 16759.23, 23739.9, 24131.48, 23270.81, 22502.36, 22674.81, 21544.3, 14805.810000000001, 22229.16, 22869.27, 23247.22, 20459.12, 20066.19, 24771.89, 18983.82, 20705.65, 16759.23, 23739.9, 24131.48, 23270.81];21422.56375;2675.113795355557
688;315;4;32;[22697.07, 23544.89, 22860.91, 22865.39, 21638.97, 22479.52, 18997.07, 23727.74, 21988.6, 21720.58, 21991.65, 19857.64, 20783.58, 20609.12, 22654.26, 22311.37, 22697.07, 23544.89, 22860.91, 22865.39, 21638.97, 22479.52, 18997.07, 23727.74, 21988.6, 21720.58, 21991.65, 19857.64, 20783.58, 20609.12, 22654.26, 22311.37];21920.5225;1275.8744198670054
690;315;4;32;[20734.99, 24252.58, 22104.29, 23619.86, 24153.06, 25964.68, 21190.36, 22433.61, 23003.43, 23628.74, 22184.25, 22287.68, 21106.16, 24895.93, 21366.07, 23664.58, 20734.99, 24252.58, 22104.29, 23619.86, 24153.06, 25964.68, 21190.36, 22433.61, 23003.43, 23628.74, 22184.25, 22287.68, 21106.16, 24895.93, 21366.07, 23664.58];22911.891875;1466.5464912407533
690;305;4;32;[19596.2, 22321.08, 21433.29, 22157.37, 21815.09, 21461.56, 20648.9, 22749.96, 20183.57, 24700.86, 21228.16, 15750.01, 23723.28, 23183.97, 25192.94, 25055.81, 19596.2, 22321.08, 21433.29, 22157.37, 21815.09, 21461.56, 20648.9, 22749.96, 20183.57, 24700.86, 21228.16, 15750.01, 23723.28, 23183.97, 25192.94, 25055.81];21950.128125;2314.832841832997
690;304;4;32;[19596.2, 22450.76, 22106.88, 22157.37, 20842.420000000002, 25006.74, 20648.9, 22569.77, 21950.35, 23408.33, 17545.49, 15750.000000000002, 23484.74, 21660.37, 23185.69, 21817.05, 19596.2, 22450.76, 22106.88, 22157.37, 20842.420000000002, 25006.74, 20648.9, 22569.77, 21950.35, 23408.33, 17545.49, 15750.000000000002, 23484.74, 21660.37, 23185.69, 21817.05];21511.31625;2262.9893935887458
690;299;4;32;[22367.45, 22360.99, 24398.54, 23470.11, 18560.41, 23399.83, 21462.09, 24071.08, 23608.21, 16071.12, 25489.89, 17662.289999999997, 22767.61, 21567.91, 22929.59, 22020.32, 22367.45, 22360.99, 24398.54, 23470.11, 18560.41, 23399.83, 21462.09, 24071.08, 23608.21, 16071.12, 25489.89, 17662.289999999997, 22767.61, 21567.91, 22929.59, 22020.32];22012.965;2500.57257138208
689;298;4;64;[22460.68, 23141.56, 18016.16, 21750.43, 21181.9, 20121.0, 24743.57, 22507.8, 21894.01, 19877.43, 21534.7, 20927.4, 22661.74, 23716.14, 23720.13, 22043.29, 22460.68, 23141.56, 18016.16, 21750.43, 21181.9, 20121.0, 24743.57, 22507.8, 21894.01, 19877.43, 21534.7, 20927.4, 22661.74, 23716.14, 23720.13, 22043.29, 22460.68, 23141.56, 18016.16, 21750.43, 21181.9, 20121.0, 24743.57, 22507.8, 21894.01, 19877.43, 21534.7, 20927.4, 22661.74, 23716.14, 23720.13, 22043.29, 22460.68, 23141.56, 18016.16, 21750.43, 21181.9, 20121.0, 24743.57, 22507.8, 21894.01, 19877.43, 21534.7, 20927.4, 22661.74, 23716.14, 23720.13, 22043.29];21893.62125;1622.8492308258533
689;278;4;32;[21385.08, 23507.35, 21333.58, 24511.91, 19480.600000000002, 22516.32, 23237.04, 22148.7, 20124.34, 22612.64, 22683.33, 18545.65, 21172.67, 23703.63, 24759.04, 24067.71, 21385.08, 23507.35, 21333.58, 24511.91, 19480.600000000002, 22516.32, 23237.04, 22148.7, 20124.34, 22612.64, 22683.33, 18545.65, 21172.67, 23703.63, 24759.04, 24067.71];22236.849375;1767.817625108641
691;278;4;16;[24225.19, 23601.76, 23301.13, 19930.15, 23049.91, 26261.76, 22898.18, 20499.879999999997, 23647.58, 16568.18, 22604.82, 16296.96, 23317.68, 21735.05, 24103.16, 22897.99];22183.71125;2676.093313582008
697;292;4;16;[25184.69, 21005.89, 19986.719999999998, 17479.84, 22166.91, 20474.08, 21340.15, 23296.15, 22478.58, 24819.86, 19624.1, 23734.54, 19331.29, 22200.16, 20389.55, 24112.61];21726.57;2159.383375490945
697;287;4;16;[21257.25, 22054.09, 21133.72, 23130.91, 19010.62, 21178.83, 22330.94, 23353.68, 21304.72, 19503.11, 22948.37, 24049.06, 15625.11, 21380.46, 20389.55, 25092.67];21483.943125;2234.170779965037
697;288;4;16;[21257.25, 22054.09, 18709.64, 23130.91, 19010.62, 21178.83, 22330.94, 23353.68, 21304.72, 22627.73, 22081.48, 24049.06, 15625.11, 21380.46, 20389.55, 25092.67];21473.54625;2280.9677912934967
697;289;4;16;[21257.25, 22054.09, 19631.86, 23457.66, 19010.62, 21178.83, 22330.94, 23353.68, 23052.75, 24091.39, 19624.1, 24049.06, 22330.550000000003, 23447.01, 20389.55, 24278.47];22096.113125;1732.1693807582014
697;284;4;32;[21573.07, 21008.31, 23204.7, 22078.71, 20537.16, 21177.84, 22449.61, 18141.32, 22550.51, 22663.83, 22236.85, 19778.81, 21266.0, 17933.329999999998, 20184.25, 23275.78, 21573.07, 21008.31, 23204.7, 22078.71, 20537.16, 21177.84, 22449.61, 18141.32, 22550.51, 22663.83, 22236.85, 19778.81, 21266.0, 17933.329999999998, 20184.25, 23275.78];21253.755;1593.4372764723478
696;284;4;16;[21064.26, 20399.75, 20468.86, 21254.76, 22124.01, 24468.35, 23281.51, 22434.76, 21539.53, 21902.02, 22830.53, 20734.36, 24440.81, 22470.63, 21480.37, 21159.19];22003.35625;1263.452838185238
694;284;4;16;[21182.24, 25514.38, 21780.85, 22476.45, 21216.5, 21976.03, 23692.15, 21253.54, 13147.699999999999, 24513.89, 20899.629999999997, 24976.39, 23581.59, 20263.7, 21449.4, 22867.33];21924.485625;2811.435788072158
694;289;4;48;[21349.15, 24161.420000000002, 16983.52, 20252.63, 22711.41, 20763.64, 20392.15, 23824.26, 20963.43, 20336.67, 22672.38, 23031.56, 23423.39, 22955.37, 22635.63, 23809.739999999998, 21349.15, 24161.420000000002, 16983.52, 20252.63, 22711.41, 20763.64, 20392.15, 23824.26, 20963.43, 20336.67, 22672.38, 23031.56, 23423.39, 22955.37, 22635.63, 23809.739999999998, 21349.15, 24161.420000000002, 16983.52, 20252.63, 22711.41, 20763.64, 20392.15, 23824.26, 20963.43, 20336.67, 22672.38, 23031.56, 23423.39, 22955.37, 22635.63, 23809.739999999998];21891.646875;1840.1371810126943
654;289;4;80;[21526.13, 24386.86, 22179.690000000002, 22068.56, 22730.94, 23083.59, 23798.87, 25332.62, 24478.04, 24497.75, 23218.2, 22420.64, 18103.809999999998, 22018.2, 24843.12, 21629.89, 21526.13, 24386.86, 22179.690000000002, 22068.56, 22730.94, 23083.59, 23798.87, 25332.62, 24478.04, 24497.75, 23218.2, 22420.64, 18103.809999999998, 22018.2, 24843.12, 21629.89, 21526.13, 24386.86, 22179.690000000002, 22068.56, 22730.94, 23083.59, 23798.87, 25332.62, 24478.04, 24497.75, 23218.2, 22420.64, 18103.809999999998, 22018.2, 24843.12, 21629.89, 21526.13, 24386.86, 22179.690000000002, 22068.56, 22730.94, 23083.59, 23798.87, 25332.62, 24478.04, 24497.75, 23218.2, 22420.64, 18103.809999999998, 22018.2, 24843.12, 21629.89, 21526.13, 24386.86, 22179.690000000002, 22068.56, 22730.94, 23083.59, 23798.87, 25332.62, 24478.04, 24497.75, 23218.2, 22420.64, 18103.809999999998, 22018.2, 24843.12, 21629.89];22894.806875;1718.105924269251
654;299;4;32;[22315.3, 20980.789999999997, 21725.86, 21653.44, 22342.92, 22564.980000000003, 22406.15, 19418.49, 18781.75, 23169.56, 22773.54, 22203.03, 23779.15, 21825.39, 23351.84, 20822.97, 22315.3, 20980.789999999997, 21725.86, 21653.44, 22342.92, 22564.980000000003, 22406.15, 19418.49, 18781.75, 23169.56, 22773.54, 22203.03, 23779.15, 21825.39, 23351.84, 20822.97];21882.1975;1323.5020114612355
